Title,Author,Year,Download Link,Language
"Publications of the Institute of Germanic Studies, 16Three Essays on the ""Hildebrandslied"" 0854570527,  9780854570522",Frederick Norman,1973,https://download.library.lol/main/2241000/82104ea1580305724aefce23f3a1bc4d/%28Publications%20of%20the%20Institute%20of%20Germanic%20Studies%2C%2016%29%20Frederick%20Norman%20-%20Three%20Essays%20on%20the%20_Hildebrandslied_-University%20of%20London%20%281973%29.pdf,English
James Agee - a life 0 14 00.8064 3,Laurence Bergreen,1985,https://download.library.lol/main/2242000/6b85890c3448900a6697c8f7d2475bda/Laurence%20Bergreen%20-%20James%20Agee%20-%20a%20life-Penguin%20%281985%29.pdf,English
"Bad Boys and Tough Tattoos - A Social History of the Tattoo with Gangs, Sailors and Street-Corner Punks 1950-1965 0 918393-76-0",Samuel Steward,1990,https://download.library.lol/main/2243000/4287c564f122758e42bc8310a43a459e/Samuel%20Steward%20-%20Bad%20Boys%20and%20Tough%20Tattoos%20-%20A%20Social%20History%20of%20the%20Tattoo%20with%20Gangs%2C%20Sailors%20and%20Street-Corner%20Punks%201950-1965-Harrington%20Park%20Press%20%281990%29.pdf,English
"Trends in Classics - Supplementary Volumes 47.Early Greek Epic Fragments I: Antiquarian and Genealogical Epic 3110531534, 9783110531534",Christos Tsagalis,2017,https://download.library.lol/main/2245000/dca8a60b32b45e31872ec90493d2d990/%28Trends%20in%20Classics%20-%20Supplementary%20Volumes%2047.%29%20Christos%20Tsagalis%20-%20Early%20Greek%20Epic%20Fragments%20I_%20Antiquarian%20and%20Genealogical%20Epic%20%282017%29.pdf,English
"Princeton Legacy LibraryPast and Process in Herodotus and Thucydides 9780691035567, 0691035563, 9781400886289, 1400886287","Hunter, Virginia J.",2017,https://download.library.lol/main/2245000/e6881a96e6d402876127b1671c4eb02d/%28Princeton%20Legacy%20Library%29%20Hunter%2C%20Virginia%20J.%20-%20Past%20and%20Process%20in%20Herodotus%20and%20Thucydides-Princeton%20University%20Press%20%282017%29.pdf,English
"Boiotia in the fourth century B.C 9780812293760, 0812293762","Gartland, Samuel David; Snodgrass, Anthony M.",2017,https://download.library.lol/main/2245000/a01397483218b5f8eb6ff2d0dddaf43f/Gartland%2C%20Samuel%20David_%20Snodgrass%2C%20Anthony%20M.%20-%20Boiotia%20in%20the%20fourth%20century%20B.C-University%20of%20Pennsylvania%20Press%20%282017%29.pdf,English
"Raj Kahini [Paperback ed.] 818764978X, 9788187649786","Abanindranath Tagore, Kalyani Dutta",2004,https://download.library.lol/main/2245000/1d11cd7c1a1cab0b0c2e1aa90b99b96b/Abanindranath%20Tagore%2C%20Kalyani%20Dutta%20-%20Raj%20Kahini-Katha%20%282004%29.pdf,English
Bosnian Trilogy #2Bosnian Chronicle 978-1-62872-418-9,Ivo Andric,1963,https://download.library.lol/main/2246000/1c8b575c0b2957ba9708a6f483f2275e/%28Bosnian%20Trilogy%20%232%29%20Ivo%20Andric%20-%20Bosnian%20Chronicle-Arcade%20Publishing%20%281963%29.pdf,English
Bosnian Trilogy #2Bosnian Chronicle 978-1-62872-418-9,Ivo Andric,1963,https://download.library.lol/main/2246000/ff4155b24ceeb74c32248355577406d2/%28Bosnian%20Trilogy%20%232%29%20Ivo%20Andric%20-%20Bosnian%20Chronicle-Arcade%20Publishing%20%281963%29.epub,English
Tomb for Boris Davidovich ISBN13: 9781564782731,"Danilo Kis, Duska Mikic-Mitchell (translator)",1976,https://download.library.lol/main/2246000/1297608eab26131d0a6390c963e61106/Danilo%20Kis%2C%20Duska%20Mikic-Mitchell%20%28translator%29%20-%20Tomb%20for%20Boris%20Davidovich-Dalkey%20Archive%20Press%20%281976%29.epub,English
Psalm 44 ISBN13: 9781564787620,"Danilo Kiš,  John K. Cox (Translator)",1962,https://download.library.lol/main/2246000/e29d7bbcb4da188545db65180191686d/Danilo%20Ki%C5%A1%2C%20%20John%20K.%20Cox%20%28Translator%29%20-%20Psalm%2044-Dalkey%20Archive%20Press%20%281962%29.epub,English
The Lute and the Scars ISBN13: 9781564787354,"Danilo Kiš,  John K. Cox (Translator)",1994,https://download.library.lol/main/2246000/f30a0165db66092bbf3fd42d114cd91c/Danilo%20Ki%C5%A1%2C%20%20John%20K.%20Cox%20%28Translator%29%20-%20The%20Lute%20and%20the%20Scars-Dalkey%20Archive%20Press%20%281994%29.epub,English
The Attic (Mansarada) ISBN13: 9780967889375,"Danilo Kiš,  John K. Cox (Translator)",1962,https://download.library.lol/main/2246000/3b4e82faf6284682be1a4d71ae16fcb6/Danilo%20Ki%C5%A1%2C%20%20John%20K.%20Cox%20%28Translator%29%20-%20The%20Attic%20%28Mansarada%29-Dalkey%20Archive%20Press%20%281962%29.epub,English
The Best Loved Hymns and Prayers of the American People [1st ed.],Harold Vincent Milligan,1942,https://download.library.lol/main/2218000/67a86d1480809ac9776ee8ef459e0db1/Harold%20Vincent%20Milligan%20-%20The%20Best%20Loved%20Hymns%20and%20Prayers%20of%20the%20American%20People-Garden%20City%20Publ.%20%281942%29.pdf,English
"Multiple choice 0143109197, 9780143109198, 1101992174, 9781101992173",Alejandro Zambra,2016,https://download.library.lol/main/2218000/3b46e56a5d33e5895f328425a705657b/Alejandro%20Zambra%20-%20Multiple%20choice-Penguin%20Books%20%282016%29.epub,English
"Ways of Going Home 9780374534356, 0374534357",Alejandro Zambra,2011,https://download.library.lol/main/2218000/25700370935f629999e6de9a08fdbd46/Alejandro%20Zambra%20-%20Ways%20of%20Going%20Home-Farrar%2C%20Straus%20and%20Giroux%20%282011%29.epub,English
"Studies and Texts, 130The Icelandic Legend of Saint Dorothy 0888441304, 9780888441300",Kirsten Wolf (ed.),1997,https://download.library.lol/main/2218000/3d00a7b4b0193118ca3a9c66782cbef2/%28Studies%20and%20Texts%2C%20130%29%20Kirsten%20Wolf%20%28ed.%29%20-%20The%20Icelandic%20Legend%20of%20Saint%20Dorothy-Pontifical%20Institute%20of%20Mediaeval%20Studies%20%281997%29.pdf,English
"Studies and Texts, 134The Old Norse-Icelandic Legend of Saint Barbara 0888441347, 9780888441348",Kirsten Wolf,2000,https://download.library.lol/main/2218000/805e847fea2c04e5eb17bb624ffd0751/%28Studies%20and%20Texts%2C%20134%29%20Kirsten%20Wolf%20-%20The%20Old%20Norse-Icelandic%20Legend%20of%20Saint%20Barbara-Pontifical%20Institute%20of%20Mediaeval%20Studies%20%282000%29.pdf,English
"The Infernal Devices 3Clockwork Princess 1416975918, 9781416975915",Cassandra Clare,2014,https://download.library.lol/main/2219000/b37f64eb6a758d0b1b945483cdddb301/%28The%20Infernal%20Devices%203%29%20Cassandra%20Clare%20-%20Clockwork%20Princess-Margaret%20K.%20McElderry%20Books%20%282014%29.epub,English
Understanding Drama: Twelve Plays,"Cleanth Brooks, Robert B. Heilman",1948,https://download.library.lol/main/2219000/0c9b789fd7ed9b5d468fd6c92d9c07a2/Cleanth%20Brooks%2C%20Robert%20B.%20Heilman%20-%20Understanding%20Drama_%20Twelve%20Plays-Holt%2C%20Rinehart%20and%20Winston%20%281948%29.pdf,English
"Bantam ClassicsBeowulf and Other Old English Poems [2nd, revised, enlarged] 0553211099, 9780553211092",anon.; Constance B. Hieatt (trans.),1983,https://download.library.lol/main/2221000/d6a3b7900f3a5a73ba62628bb8a2816a/%28Bantam%20Classics%29%20anon._%20Constance%20B.%20Hieatt%20%28trans.%29%20-%20Beowulf%20and%20Other%20Old%20English%20Poems-Bantam%20Books%20%281983%29.pdf,English
"Beowulf [Revised] 087081429X, 9780870814297",Barry Tharaud,1996,https://download.library.lol/main/2221000/665ce6b2dc4bfb03312f199978ac390e/Barry%20Tharaud%20-%20Beowulf-University%20Press%20of%20Colorado%20%281996%29.pdf,English
"Material Readings in Early Modern CultureEpistolary Community in Print, 1580–1664 1409445356,  9781409445357",Diana G. Barnes,2013,https://download.library.lol/main/2221000/1f18ea9b0d0dc2b6310417b81def8dca/%28Material%20Readings%20in%20Early%20Modern%20Culture%29%20Diana%20G.%20Barnes%20-%20Epistolary%20Community%20in%20Print%2C%201580%E2%80%931664-Routledge%20%282013%29.epub,English
"Heimskringla: History of the Kings of Norway 0292730616, 9780292730618","Snorri Sturluson, Lee M. Hollander",2011,https://download.library.lol/main/2221000/17997e481ecae476d9491290efcdaf0b/Snorri%20Sturluson%2C%20Lee%20M.%20Hollander%20-%20Heimskringla_%20History%20of%20the%20Kings%20of%20Norway-University%20of%20Texas%20Press%20%282011%29.pdf,English
Anglo-Saxon Poetic Records [1-6],"George Philip Krapp, Elliott Van Kirk Dobbie, Gregory Ray Hidley (eds.)",1931-1953,https://download.library.lol/main/2222000/476b693d7c55e16ca84afc8c58edc87c/George%20Philip%20Krapp%2C%20Elliott%20Van%20Kirk%20Dobbie%2C%20Gregory%20Ray%20Hidley%20%28eds.%29%20-%20Anglo-Saxon%20Poetic%20Records.%201-6-University%20of%20Oxford%20Text%20Archive%20%281931-1953%29.epub,English
"Stepping Stones: Interviews with Seamus Heaney 9780571258864, 0571258867",Dennis O’Driscoll,2009,https://download.library.lol/main/2224000/c81c406be7804d1e207c6b3e647ac82f/Dennis%20O%E2%80%99Driscoll%20-%20Stepping%20Stones_%20Interviews%20with%20Seamus%20Heaney-Faber%20%26%20Faber%20%282009%29.epub,English
Autobiography of Red,Anne Carson,0,https://download.library.lol/main/2224000/d7829d68411ae9a0e6e64caa8ce876e5/Anne%20Carson%20-%20Autobiography%20of%20Red.pdf,English
Abyssinia’s Samuel Johnson: Ethopian Thought in the Making of an English Author,Wendy Laura Belcher,2012,https://download.library.lol/main/2224000/1e7653a8fb3e8f49a1c2a3b9328d2584/Wendy%20Laura%20Belcher%20-%20Abyssinia%E2%80%99s%20Samuel%20Johnson_%20Ethopian%20Thought%20in%20the%20Making%20of%20an%20English%20Author-Oxford%20University%20Press%20%282012%29.pdf,English
From Age to Age: Life and Literature in Anglo-Saxon England,Bernice Grohskopf,1968,https://download.library.lol/main/2225000/4da004081524a52b1ab39661e306e872/Bernice%20Grohskopf%20-%20From%20Age%20to%20Age_%20Life%20and%20Literature%20in%20Anglo-Saxon%20England-Atheneum%20%281968%29.pdf,English
"A Celtic Miscellany: A Selection of Classic Celtic Literature 0880290951, 9780880290951",Kenneth Hurlstone Jackson (transl.),1995,https://download.library.lol/main/2225000/5e69448efafee49eeff0737615c8858d/Kenneth%20Hurlstone%20Jackson%20%28transl.%29%20-%20A%20Celtic%20Miscellany_%20A%20Selection%20of%20Classic%20Celtic%20Literature-Barnes%20%26%20Noble%20%281995%29.pdf,English
"Dictionary of literary biography 176.Ancient Greek authors 9780810399396, 0810399393","Briggs, Ward W.",1997,https://download.library.lol/main/2225000/7e3e5d39017bc61a43e7406298cfb11f/%28Dictionary%20of%20literary%20biography%20176.%29%20Briggs%2C%20Ward%20W.%20-%20Ancient%20Greek%20authors-Gale%20Research%20%281997%29.pdf,English
"""A Miracle of Learning"": Studies in Manuscripts and Irish Learning. Essays in Honour of William O’Sullivan [1 ed.] 1859282938,  9781859282939","Dáibhí Ó Cróinín, Toby Barnard, Katharine Simms (eds.)",1998,https://download.library.lol/main/2225000/1c5f7e05a6e9ff64f5bb25471bd87736/D%C3%A1ibh%C3%AD%20%C3%93%20Cr%C3%B3in%C3%ADn%2C%20Toby%20Barnard%2C%20Katharine%20Simms%20%28eds.%29%20-%20_A%20Miracle%20of%20Learning__%20Studies%20in%20Manuscripts%20and%20Irish%20Learning.%20Essays%20in%20Honour%20of%20William%20O%E2%80%99Sullivan-Ashgate%20%281998%29.pdf,English
"Mnemosyne Supplements 163A new companion to Homer 9780585367637, 0585367639, 9789004099890, 9004099891","Ian Morris, Barry B. Powell (eds.)",1997,https://download.library.lol/main/2228000/a0b4544739e5f7a728a9bb95f1acbbbd/%28Mnemosyne%20Supplements%20163%29%20Ian%20Morris%2C%20Barry%20B.%20Powell%20%28eds.%29%20-%20A%20new%20companion%20to%20Homer-E.J.%20Brill%20%281997%29.pdf,English
"Middle Ages SeriesRereading Beowulf 0812214285,  9780812214284",Edward Burroughs Irving,1992,https://download.library.lol/main/2228000/641bb255c19edbe43e8b107b1c8b3c1a/%28Middle%20Ages%20Series%29%20Edward%20Burroughs%20Irving%20-%20Rereading%20Beowulf-University%20of%20Pennsylvania%20Press%20%281992%29.pdf,English
"Sozomena 16Apollodoriana : Ancient Myths, New Crossroads 9783110545326, 3110545322","Pàmias, Jordi",2017,https://download.library.lol/main/2231000/26435571fd4ea6dc92478d9cdd2a1ff0/%28Sozomena%2016%29%20P%C3%A0mias%2C%20Jordi%20-%20Apollodoriana%20_%20Ancient%20Myths%2C%20New%20Crossroads-De%20Gruyter%20%282017%29.pdf,English
"CEENASWE 2Esotericism, Literature and Culture in Central and Eastern Europe 978-86-6153-530-7",Nemanja Radulović (ed.),2018,https://download.library.lol/main/2233000/d46f1c3a44e603cde8f1d23787332ba1/%28CEENASWE%202%29%20Nemanja%20Radulovi%C4%87%20%28ed.%29%20-%20Esotericism%2C%20Literature%20and%20Culture%20in%20Central%20and%20Eastern%20Europe-Faculty%20of%20Philology%2C%20University%20of%20Belgrade%20%282018%29.pdf,English
"A Dictionary of Medieval Heroes: Characters in Medieval Narrative Traditions and Their Afterlife in Literature, Theatre and the Visual Arts 085115381X,  9780851153810","Willem P. Gerritsen, Anthony G. van Melle",1998,https://download.library.lol/main/2234000/47b6f55f0238ea83357659eba0bd77b9/Willem%20P.%20Gerritsen%2C%20Anthony%20G.%20van%20Melle%20-%20A%20Dictionary%20of%20Medieval%20Heroes_%20Characters%20in%20Medieval%20Narrative%20Traditions%20and%20Their%20Afterlife%20in%20Literature%2C%20Theatre%20and%20the%20Visual%20Arts-The%20Boydell%20Pres.pdf,English
"Ancient Irish Tales [4th ed.] 1566198895,  9781566198899","Tom Peete Cross, Clark Harris Slover (eds.)",1996,https://download.library.lol/main/2235000/4b9574373f735e38ddefacb987023125/Tom%20Peete%20Cross%2C%20Clark%20Harris%20Slover%20%28eds.%29%20-%20Ancient%20Irish%20Tales-Barnes%20%26%20Noble%20%281996%29.pdf,English
"Byzantios. Studies in Byzantine History and Civilization, 12Toward a Historical Sociolinguistic Poetics of Medieval Greek 250357713X, 9782503577135","Andrea Cuomo, Erich Trapp",2018,https://download.library.lol/main/2235000/11e5bb82001243a7d72d1793e8d222b1/%28Byzantios.%20Studies%20in%20Byzantine%20History%20and%20Civilization%2C%2012%29%20Andrea%20Cuomo%2C%20Erich%20Trapp%20-%20Toward%20a%20Historical%20Sociolinguistic%20Poetics%20of%20Medieval%20Greek-Brepols%20%282018%29.pdf,English
Icelandic TextsThe Saga of King Heidrek the Wise. Saga Heiðreks konungs ins vitra,"Christopher Tolkien (editor, translator)",1960,https://download.library.lol/main/2235000/007150ea972ebe532ccae21606cbafe7/%28Icelandic%20Texts%29%20Christopher%20Tolkien%20%28editor%2C%20translator%29%20-%20The%20Saga%20of%20King%20Heidrek%20the%20Wise.%20Saga%20Hei%C3%B0reks%20konungs%20ins%20vitra-Thomas%20Nelson%20and%20Sons%20%281960%29.pdf,English
The Politics of Misinformation,Ed Swick,2001,https://download.library.lol/main/247000/4427172227bdec0e83d84b8c5a38bf36/Ed%20Swick%20-%20The%20Politics%20of%20Misinformation-Edelman%20%282001%29.pdf,English
The Grand Deception A Second Look at the War on Terrorism,Edward Griffin,2002,https://download.library.lol/main/247000/dafe83f6c0157d27482b90c5d8fa3168/Edward%20Griffin%20%20-%20The%20Grand%20Deception%20A%20Second%20Look%20at%20the%20War%20on%20Terrorism%20%282002%29.pdf,English
"Emerging Viruses - Aids & Ebola [Limited] 9780923550127, 0923550127",Leonard G. Horowitz,1996,https://download.library.lol/main/247000/3314eb2d2f9c2eede3216fdf68c45d4c/Leonard%20G.%20Horowitz%20-%20Emerging%20Viruses%20-%20Aids%20%26%20Ebola-Healthy%20World%20Distributin%20%281996%29.pdf,English
"The Rockefeller File 9781568493688, 1568493681",Gary Allen,1994,https://download.library.lol/main/247000/76bda54f549fb76ab06089a395dfff09/Gary%20Allen%20-%20The%20Rockefeller%20File-Buccaneer%20Books%20%281994%29.pdf,English
Armies of Spies (Nazi covert operations before WW II),Gollomb,1939,https://download.library.lol/main/247000/2e0e7735a3bf6e9016cbb11a93311856/Gollomb%20-%20Armies%20of%20Spies%20%28Nazi%20covert%20operations%20before%20WW%20II%29%20%281939%29.pdf,English
"The Best Democracy Money Can Buy [Revised] 9780452285675, 0452285674",Greg Palast,2004,https://download.library.lol/main/247000/07e4a21f37edd6d6f12202763ecf3be2/Greg%20Palast%20-%20The%20Best%20Democracy%20Money%20Can%20Buy-Plume%20%282004%29.pdf,English
"HOLY BLOOD, HOLY GRAIL [Later Printing ed.] 9780385338455, 0385338457","Michael Baigent, Richard Leigh, Henry Lincoln",2004,https://download.library.lol/main/247000/c8049f7eea4cd8cdc9f88f5a7296b54f/Michael%20Baigent%2C%20Richard%20Leigh%2C%20Henry%20Lincoln%20-%20HOLY%20BLOOD%2C%20HOLY%20GRAIL-Dell%20%282004%29.pdf,English
Houston We Have A Problem - An Alternative Annual Report on HALLIBURTON,,2004,https://download.library.lol/main/247000/34cb38a6a457c197fa553fc074d37e07/%20-%20Houston%20We%20Have%20A%20Problem%20-%20An%20Alternative%20Annual%20Report%20on%20HALLIBURTON%20%282004%29.pdf,English
Illuminati - The 10 Sciences,,,https://download.library.lol/main/247000/ae7e197dfd35b62172e6ddf6ba959c13/%20-%20Illuminati%20-%20The%2010%20Sciences.pdf,English
Self-organizing Flow Technology - In Viktor Schauberger's Footsteps,Johansson et al,2002,https://download.library.lol/main/248000/54f8e0d563eaf87cfb1d5d2e46a5c429/Johansson%20et%20al%20%20-%20Self-organizing%20Flow%20Technology%20-%20In%20Viktor%20Schauberger%27s%20Footsteps-Institute%20of%20Ecological%20Technology%20%282002%29.pdf,English
Joint Vision 2020 [Part1],,,https://download.library.lol/main/248000/9f178c0b72dacd27fd2d03ed654e74d2/%20-%20Joint%20Vision%202020.%20Part1.pdf,English
Joint Vision 2020 [Part2],,,https://download.library.lol/main/248000/076325bf5523c81a7344c3989d277916/%20-%20Joint%20Vision%202020.%20Part2.pdf,English
The Secret Behind Secret Societies [Vol2],Jon Rappoport,,https://download.library.lol/main/248000/8ab52ba00b38038810f97f21a12044c7/Jon%20Rappoport%20%20-%20The%20Secret%20Behind%20Secret%20Societies.%20Vol2.pdf,English
Capital: Volume II [2],Karl Marx,1995,https://download.library.lol/main/248000/6a5d703ee635238d837b54cc32684a91/Karl%20Marx%20-%20Capital_%20Volume%20II.%202-International%20Publishers%20%281995%29.pdf,English
Capital: Volume III [3],Karl Marx,1995,https://download.library.lol/main/248000/66c9ee9e22d0e527a987a58794fa03e1/Karl%20Marx%20-%20Capital_%20Volume%20III.%203-International%20Publishers%20%281995%29.pdf,English
"Lucifer's Lodge - Satanic Ritual Abuse in the Catholic Church [1 ed.] 9780900588068, 0900588063",William H. Kennedy,2004,https://download.library.lol/main/248000/c9e13232d65e1bb136866bfe6f4aec6c/William%20H.%20Kennedy%20-%20Lucifer%27s%20Lodge%20-%20Satanic%20Ritual%20Abuse%20in%20the%20Catholic%20Church-Reviviscimus%20%282004%29.pdf,English
The Big Bang Never Happened - A Startling Refutation of the Dominant Theory of the Origin of the Universe (1992),Lerner,1992,https://download.library.lol/main/248000/2a9a1e87854984c37c849449a451362d/Lerner%20%20-%20The%20Big%20Bang%20Never%20Happened%20-%20A%20Startling%20Refutation%20of%20the%20Dominant%20Theory%20of%20the%20Origin%20of%20the%20Universe%20%281992%29%20%281992%29.pdf,English
"The Suppressed Truth about the Assassination of Abraham Lincoln 9781113474223, 111347422X","McCarty, Burke.",2009,https://download.library.lol/main/248000/16baa0bb1b4679a3a47b0c42b8a9402f/McCarty%2C%20Burke.%20-%20The%20Suppressed%20Truth%20about%20the%20Assassination%20of%20Abraham%20Lincoln-BiblioBazaar%20%282009%29.pdf,English
"Hitler's Heirs  [1ST ed.] 9781515006671, 1515006670",Paul Meskil,1961,https://download.library.lol/main/248000/0232c4ef789dde0d9daa58123889e953/Paul%20Meskil%20-%20Hitler%27s%20Heirs%20-Pyramid%20Books%20%281961%29.pdf,English
"Necronomicon Spellbook 0380731126, 9780380731121",Simon,1998,https://download.library.lol/main/248000/488b84b315b6d7cb42a6105814b18562/Simon%20-%20Necronomicon%20Spellbook-Avon%20%281998%29.pdf,English
The New War Against Terror,Noam Chomsky,,https://download.library.lol/main/248000/b21b36c2efcee9940dc823c781bbce05/Noam%20Chomsky%20-%20The%20New%20War%20Against%20Terror.pdf,English
"The Real Story SeriesWhat Uncle Sam Really Wants [1 ed.] 9781878825018, 1878825011",Noam Chomsky,2002,https://download.library.lol/main/248000/1b2d6c2daa56d593c736bd9d51579806/%28The%20Real%20Story%20Series%29%20Noam%20Chomsky%20-%20What%20Uncle%20Sam%20Really%20Wants-Odonian%20Press%20%282002%29.pdf,English
Patriot Act 2 - Domestic Security Enhancement Act of 2003,,2003,https://download.library.lol/main/249000/231a0852020de45dab1f788446bc1838/%20-%20Patriot%20Act%202%20-%20Domestic%20Security%20Enhancement%20Act%20of%202003%20%282003%29.pdf,English
Police State Roadmap,Michael Nield,2005,https://download.library.lol/main/249000/bdb2e85c619261cd1297340edda33087/Michael%20Nield%20-%20Police%20State%20Roadmap%20%282005%29.pdf,English
Prince of Darkness,A.B. Glaser,1973,https://download.library.lol/main/249000/4f073e888c7db6347cc73e93b8e45249/A.B.%20Glaser%20-%20Prince%20of%20Darkness%20%281973%29.pdf,English
"PaperbackPsilocybin Mushrooms of the World: An Identification Guide  [1 ed.] 0898158397, 9780898158397","Paul Stamets, Andrew Weil",1996,https://download.library.lol/main/249000/4c67e6f869242afcd5dac9b668b042ab/%28Paperback%29%20Paul%20Stamets%2C%20Andrew%20Weil%20-%20Psilocybin%20Mushrooms%20of%20the%20World_%20An%20Identification%20Guide%20-Ten%20Speed%20Press%20%281996%29.pdf,English
